	around	117.14696073549734
	protection	106.79218232490373
	names	106.55763910551447
	mail	101.35821783186938
	tired	98.61112936990253
	thanks	98.08774459723466
	etc	97.93524346392854
	mark	92.73990173369654


Topic 08		35549.130512173055
	privileged	2955.289787991338
	personal	2689.185138507547
	material	2402.9699554726003
	redacted	2215.3776375975563
	907	1219.1699467384014
	ivy	927.009820843304
	boards	781.5960375221879
	frye	712.4976564469464
	director	696.0222798159784
	sarah	685.0045704433192
	commissions	648.2199782106507
	fax	569.4401989828082
	465-8110	503.9876758644468
	465-3500	495.9507680492371
	board	347.6058621800404
	thanks	276.5123848639919
	today	216.617966041743
	8/26/2009	205.4380326567197
	mike	159.74912414158672
	you	156.98482864728805


Topic 09		25058.35292984031
	yahoo	1037.5344956394392
	11/10/2009	598.3874147193949
	check	388.7672912728318
	thanks	299.14214814760726
	autos	294.1991119304733
	car	283.7445409775908
	cars	264.513723155942
	wrote	248.64424113288223
	smell	209.97358295406252
	imagining	207.98618182551888
	irresistible	207.88552509679107
	email	207.06199866133213
	need	205.78676210078717
	ahhh	201.987123834716
	search	200.35741330704036
	board	184.82309180498117
	now	182.64027543904103
	mobile	158.74724478029574
	travel	158.1953366728883
	forwarded	154.4507634810666


Topic 10		39278.59325172208
	email	763.119449846977
	senator	524.0761455913228
	stevens	398.2209050924465
	note	356.48996447197226
	federal	350.0204100004738
	jwkatz	330.36593700467057
	changed	319.3184235060427
	thank	289.9823774235741
	energy	287.6125725873652
	=3d	283.9856774923607
	arctic	277.9256408093041
	john	258.87586771733356
	org	254.41253226010997
	congressional	242.0340186168575
	congress	240.77213227463227
	relations	237.50632810844826
	delegation	233.07412895137753
	katz	229.959971948622
	anwr	221.7744269941984
	special	211.22048463060173


Topic 11		25337.608132207253
	press	309.57401985086403
	meghan	263.43085826953677
	sarah	255.40664826972937
	agia	245.8405524826893
	marty	241.6209013614996
	conference	232.94750238885325
	stapleton	221.83249587936203
	jim	218.80583180924032
	director	200.05896264137448
	tom	185.09076304416462
	907.269.7450	171.07618052691708
	communications	168.61959460370556
	john	155.2698008215508
	irwin	155.03302658012154
	lng	146.10286935166073
	dnr	145.3572027447646
	meg	142.70558726308988
	11/10/2009	141.80632511055666
	907.269.7463	140.93636645949192
	907.321.4975	139.9256159840126


Topic 12		42099.0959809269
	school	989.9751239716682
	waste	843.9583288244177
	education	810.7980603171939
	students	600.7409965729695
	schools	461.5484129730755
	million	320.9024426275132
	read	307.4832811762443
	email	237.9046185218358
	market	228.97950650893557
	student	226.69735273784215
	year	223.78336832404267
	policy	223.24550525525495
	high	212.424146306063
	news	207.58225913432804
	states	203.07304562932515
	program	186.86438182875264
	report	174.29343994861
	business	172.7512360631701
	first	171.08086341912156
	management	169.8428239904681


Topic 13		25548.277462479964
	907	1672.953435668717
	deputy	1250.2050320192975
	press	1158.9093634398296
	communications	876.5050181861698
	sharon	866.2087468223431
	director	707.0680065793915
	juneau	682.7237027778351
	secretary	674.1426269310921
	cell	623.3368526874743
	leighow	539.4619899696238
	release	522.4007653531161
	269-7450	462.93952693786593
	240-7943	406.9879865332654
	465-4031	368.9886685370502
	interview	294.8375506456881
	agia	194.81082234758645
	news	168.46215888739812
	delegation	151.63164097964983
	senator	150.40482457766205
	murkowski	144.24863366646372


Topic 14		37862.00227999945
	adn	466.76933919030876
	letter	440.66774559971896
	issue	363.77163824358263
	asked	353.6812448484701
	made	316.08099951763165
	lyda	238.65864603427946
	told	230.2857729053223
	need	227.7689495352717
	walt	224.25271805553115
	story	209.21641590235703
	even	203.52791320645127
	mike	203.2578670631518
	alaskans	196.056750951406
	never	189.34756915852307
	article	189.1127950584829
	comment	188.32092674668465
	comments	187.79235237916149
	today	185.3331404285606
	yesterday	180.6402083435118
	heard	179.56187055756436


Topic 15		46477.03464240307
	mail	1650.3062076384072
	web	1646.4501712355611
	from	1468.127659865328
	thank	818.027891124327
	you	596.7300203820158
	box	512.634884401785
	mccain	413.33610445094826
	sarah	370.2377575991467
	very	319.07503289856055
	good	312.90917316136535
	great	308.4752916739046
	president	307.078467151494
	hope	305.6090675645352
	john	301.89268852809704
	sincerely	288.456319117137
	wasilla	272.8355463697806
	work	251.1444701962846
	keep	231.85129709436092
	make	229.74247657953032
	republican	227.0564449153191


Topic 16		43919.139013506494
	:00	1084.197961305591
	p.m	990.1583899782727
	meeting	680.7196690974165
	janice	633.7809947687981
	:30	624.5118317341974
	friday	607.7788615822827
	a.m	575.7322276128948
	event	544.7644202204657
	monday	510.3367384516324
	meet	498.99326402749625
	thursday	479.7189600438593
	call	475.17425183590603
	schedule	433.09981786561747
	tomorrow	432.15332917640353
	anc	427.07279557357646
	tuesday	377.3143944382425
	attend	374.28068398622725
	remarks	355.4052717905861
	saturday	328.6888226271568
	thanks	323.5699324581674


Topic 17		97643.56719396143
	people	1481.5747791673116
	don	772.0416908321675
	now	749.3504738079629
	many	727.6593758812911
	years	701.747481589235
	even	589.4898768217556
	make	551.2014621831173
	way	517.9909232054812
	good	501.26171765565084
	money	486.88630589903465
	see	482.60841366206125
	think	479.45154330358264
	being	468.4717563415367
	much	454.100273088982
	over	440.3162999615806
	believe	433.445920917733
	need	421.0906070126015
	going	417.4120228291843
	want	404.8945528994592
	government	401.09423084277046


Topic 18		25636.539099572914
	maid	316.27557132262433
	mat	296.8737951591381
	dairy	289.5489268771381
	kenai	265.0188598831261
	milk	261.3458920235502
	industry	214.97743511061935
	river	203.51287931365817
	seafood	198.57643413549465
	water	187.0391677226597
	products	174.753539286366
	nbsp	173.78683338241137
	boat	162.47424731376287
	farmers	154.55359249035942
	plant	146.9523349058278
	food	143.45496346812067
	million	140.3407746389392
	alaskan	129.60152957430364
	creamery	123.5056343597681
	conservation	123.36824413085867
	2007	121.00248957214433


Topic 19		53036.86540972571
	family	1589.6282531409304
	web	875.3296960944183
	mail	857.760877355608
	god	838.4329286710597
	son	825.1912619479958
	from	799.1153926348645
	congratulations	688.3012772215855
	children	655.1440974250918
	life	593.8615536060454
	child	579.0960421173836
	down	541.8986617092373
	baby	532.7641243826695
	trig	532.1451827632696
	birth	499.9577280905736
	love	429.03676051691866
	you	411.58463170219403
	syndrome	399.94641311514874
	very	390.4360584052632
	special	385.0515170550085
	bless	375.03190079464645


Topic 20		36614.118991154915
	budget	2069.9240491515175
	funding	810.0631659795204
	capital	600.2704711255935
	projects	517.570843375529
	year	499.36833598524566
	million	412.5474657832584
	spending	395.23905475775246
	funds	368.7169605903627
	public	285.17991576631323
	money	264.20606849411325
	support	258.9321254636955
	veto	255.04178628081164
	need	241.81774166960818
	project	236.05985700188643
	operating	233.82093759195158
	legislature	229.09894092259813
	fund	226.69099313892306
	last	217.5023649484122
	thank	186.7176099983826
	karen	185.78123406443007


Topic 21		43758.85328050087
	event	604.7543906836656
	first	409.0209466023673
	day	317.16269068025724
	year	308.5451821115166
	military	298.3251079332399
	national	270.6752329897554
	service	256.3951526544997
	events	241.86828048804242
	army	234.91644590496796
	visit	232.6766691541351
	awards	217.99242573136806
	home	217.65658898946782
	honor	213.5981230740751
	sarah	209.422365258478
	soldiers	199.13835061061428
	support	197.69946468479804
	two	184.87327484579396
	guard	184.0232068420705
	team	182.0239212199728
	here	181.93650943589606


Topic 22		38191.06509274474
	board	1051.3201488221232
	council	725.1949785632563
	native	555.3126760510225
	university	439.95349913229603
	fairbanks	376.8063585294313
	arts	369.51610102928754
	years	316.32985720488875
	director	298.59778870375294
	served	278.64575810248823
	commission	269.1281392862038
	appointed	268.3204661045533
	member	219.55999215926127
	rural	216.9697148759854
	fisheries	215.7399823126281
	2007	211.12376414151396
	members	209.8759862040397
	development	186.9918607091226
	community	185.0779825106916
	executive	184.06705490267316
	serve	177.56761355428307


Topic 23		62511.975595697615
	health	812.6207638427843
	department	721.5982467019815
	public	643.7094023665948
	services	494.9966280735654
	care	458.23930068150395
	program	457.6953968887892
	safety	360.7461453344293
	federal	347.38465666902107
	training	345.7020248376991
	employees	344.1735978391366
	agencies	299.6607704201857
	such	281.5470734289896
	work	277.6482956281194
	contract	254.87533038405115
	administration	246.8345602678116
	issues	243.94822978109403
	provide	242.8377540623398
	section	222.92253277148137
	programs	221.78780646848793
	system	218.380384016012


Topic 24		37337.417357239596
	fish	657.0872401866536
	game	635.7179310692763
	moose	424.678243564186
	wildlife	411.66359860711435
	hunting	342.601618461449
	bears	285.8358004759824
	management	272.77131260219346
	polar	272.50113626983625
	fisheries	239.77873193601107
	subsistence	237.27753553576065
	bear	228.36052334377663
	area	221.35266303361135
	board	221.26639102352408
	use	212.1950561813946
	salmon	210.2801365243692
	river	201.54512693174468
	fishing	195.06249483460658
	department	186.8909081174016
	hunt	184.8554960246844
	control	179.4065719112408


Topic 25		33037.70559724187
	sent	2777.449270341347
	device	2189.8938523456263
	cellular	2163.9649360842664
	blackberry	1970.2313955177583
	pls	540.074051956891
	thanks	480.40673958842405
	today	398.0285666769319
	need	389.722184380002
	sched	304.2234862457817
	tomorrow	255.05808880212277
	good	205.55837218574334
	here	200.44500634168645
	blackberry(r	184.90515365398753
	juneau	175.75787533519707
	tonight	157.40670013585566
	mtg	154.89259393443484
	want	154.72262306897974
	going	150.2597333182738
	press	146.38096045491636
	still	143.1709037184138


Topic 26		39316.29502912187
	court	970.7307775823152
	law	661.7413021331896
	states	384.78557689039235
	attorney	352.9686098449015
	case	324.3474453444544
	general	275.72928222867137
	united	265.36885457854476
	right	263.87384160191226
	rights	258.048074431229
	under	247.7476434717025
	u.s	245.79792444765516
	supreme	240.61333547075992
	amendment	231.69394291543796
	judge	195.51633608245817
	second	193.83137676901396
	legal	193.7376848986663
	district	191.2153815584995
	order	191.18474155087324
	justice	166.47922180833763
	decision	153.7060779152139


Topic 27		37346.18970489223
	bill	1813.1735273554245
	senate	918.5160443617165
	house	777.2904165103031
	session	700.9247636841933
	rep	565.8121070013304
	committee	561.8880062854187
	senator	533.7746588168675
	special	409.7369388865422
	bills	376.30626055968037
	legislative	323.7689593025524
	legislation	313.0877321128563
	green	287.8800377496187
	907	283.23564754077137
	sen	268.02617029499754
	date	266.6092939424843
	vote	246.64170755714878
	district	241.57431393773015
	legislators	240.80670066695592
	tax	239.52305040390416
	legislature	236.235650770483


Topic 28		47901.8986002177
	project	639.4216064721481
	road	433.3623406362536
	city	407.41538048970324
	ketchikan	362.0262990157528
	juneau	314.0513847658416
	said	311.45351063057706
	dot	268.722512858849
	community	263.5274505983181
	borough	263.23494162157357
	area	250.89333566396323
	cruise	239.24301185811157
	highway	237.79158656203805
	system	237.05844575204674
	fire	233.42827320922135
	water	224.50844653059963
	bridge	223.11363892618607
	transportation	218.482103681529
	airport	197.99555693837283
	first	182.15439979716047
	land	180.76728654772734


Topic 29		61513.06920659203
	business	1285.4620814898544
	chamber	818.9363743262467
	women	553.1076269855644
	2008	532.6141349095905
	center	525.9710969803536
	u.s	521.9694098790412
	national	499.1172450299051
	small	458.4707223535003
	page	430.8906041574131
	research	403.98536433056495
	information	401.90217902420494
	president	401.6379332298289
	change	354.35657095507406
	2007	336.81138407880456
	climate	313.6737625221793
	commerce	290.696599687742
	economic	285.6836480809492
	businesses	260.5011791937201
	trade	259.66635949688316
	institute	257.8447278882394


