Topic,Top Terms
Topic 17,people,don,now,many,years,even,make,way,good,money,see,think,being,much,over,believe,need,going,want,government,take,work,very,right,done,really,those,that,last,here,still,never,well,better,back,great,things,job,against,year,such,world,something,enough,country,long,help,through,two,best,alaskans,another,political,same,young,support,can,getting,doing,man,thing,keep,big,there,this,first,down,always,lot,nothing,feel,come,change,decision,news,run,trying,you,already,put,real,find,little,sense,problem,didn,without,campaign,give,seems,administration,doesn,public,before,hope,continue,vote,past,made,making
Topic 18,maid,mat,dairy,kenai,milk,industry,river,seafood,water,products,nbsp,boat,farmers,plant,food,million,alaskan,creamery,conservation,2007,kasilof,board,agriculture,exports,public,high,plan,sir,kensington,support,launch,year,proposal,use,facility,forest,environmental,council,operations,value,now,charter,very,project,years,quality,fish,business,down,juneau,open,lower,allow,analysis,closure,corporation,halibut,percent,matanuska,export,joe,over,existing,pounds,market,commercial,local,end,selling,provide,lynn,tailings,current,sarah,100,coeur,future,crab,southeast,area,buy,audit,sustainable,discharge,company,july,product,grown,many,important,june,today,paste,jobs,peninsula,griffin,sierra,comments,letter,competition
Topic 19,family,web,mail,god,son,from,congratulations,children,life,child,down,trig,baby,birth,love,you,syndrome,very,special,bless,old,husband,years,thank,best,much,wonderful,many,daughter,little,great,read,beautiful,born,wanted,blessed,now,first,boy,sincerely,parents,wish,joy,well,year,hope,home,school,lives,always,world,proud,such,see,want,blessing,day,never,wife,people,gift,needs,mom,give,lord,sarah,happy,good,being,enjoy,truly,kids,book,care,blessings,@yahoo.com,prayers,way,congratulate,again,story,article,tell,pray,help,box,heart,challenges,families,ago,bring,drive,precious,feel,two,addition,church,parent,wishes,street
Topic 20,budget,funding,capital,projects,year,million,spending,funds,public,money,support,veto,need,project,operating,legislature,fund,last,karen,thank,work,cuts,increase,see,important,future,alaskans,much,request,revenue,government,priorities,items,amount,administration,local,those,mat-su,cut,billion,juneau,supplemental,years,surplus,help,proposed,investment,believe,vetoes,very,line,community,savings,education,lawmakers,here,needs,dollars,legislators,now,good,many,plan,over,efforts,fiscal,sharing,children,number,miners,next,budgets,make,construction,planning,consideration,park,vetoed,homer,even,put,working,spend,appropriation,look,start,point,opportunity,increases,priority,part,baseball,rehfeld,understand,issue,proposal,percent,senate,requests,item
Topic 21,event,first,day,year,military,national,service,events,army,visit,awards,home,honor,sarah,soldiers,support,guard,two,here,team,attend,make,thank,invitation,many,program,during,2008,community,juneau,next,join,days,veterans,family,alaskans,great,award,participate,statehood,celebration,ceremony,help,summer,see,newsletter,families,air,welcome,alaskan,hope,send,want,annual,members,youth,saturday,you,iraq,camp,take,invited,miss,dinner,open,hall,christmas,fairbanks,wasilla,anniversary,well,present,troops,training,invite,june,photo,bob,july,over,deployment,center,opportunity,years,february,prayer,women,place,trail,week,together,flag,2007,weekend,floor,dog,attending,native,through,memorial
Topic 22,board,council,native,university,fairbanks,arts,years,director,served,commission,appointed,member,fisheries,rural,2007,members,development,executive,community,serve,committee,907,chief,seat,juneau,advisory,school,chair,education,grant,afn,association,degree,bethel,program,rhonda,meeting,art,management,march,sitka,task,department,worked,service,appointment,force,north,commissioner,public,commercial,center,pacific,staff,directors,natives,currently,experience,village,southeast,suicide,uaf,regional,issues,advisor,people,panel,corporation,sound,research,former,back,year,statewide,tribal,opportunities,three,affairs,william,career,legislature,bachelor,dyson,marine,including,district,last,avenue,president,assistant,representing,grants,mcbride,master,position,7th,alaskan,walter,term,manager
Topic 23,health,department,public,services,care,program,safety,training,federal,employees,agencies,such,work,contract,administration,issues,provide,section,programs,system,employee,providing,under,security,information,mental,government,individuals,service,act,union,individual,pay,those,medical,disabilities,commissioner,performance,benefits,troopers,including,costs,access,use,staff,board,cost,management,support,based,person,effective,need,years,available,development,working,assistance,activities,part,labor,experience,quality,year,regulations,current,both,required,plan,director,many,positions,insurance,position,first,education,law,agency,through,include,requirements,number,continue,areas,necessary,provided,systems,additional,officers,personnel,officer,within,division,2004,report,regulation,level,states,between,enforcement
Topic 24,fish,game,moose,wildlife,hunting,bears,polar,management,fisheries,subsistence,bear,area,board,use,salmon,river,fishing,department,hunt,control,wolves,habitat,year,adf&g,wolf,areas,permits,hunters,caribou,denby,fishery,sport,species,program,resources,over,bay,predator,under,people,unit,tier,residents,population,decisions,lloyd,rural,federal,bristol,made,efforts,commissioner,many,aerial,conservation,public,lands,fishermen,land,users,being,such,now,commercial,issue,endangered,fish-and-game,limits,going,proposed,including,work,see,permit,order,concerns,income,proposal,populations,change,shooting,listing,creek,based,information,calves,inlet,allow,very,news,biologists,number,resource,scientific,decision,harvest,2007,allowed,two,said
Topic 25,sent,device,cellular,blackberry,pls,thanks,today,need,sched,tomorrow,good,here,blackberry(r,juneau,mtg,want,tonight,going,via,still,press,right,matmaid,before,don,kris,help,gspo1,morning,b1ackberry,now,someone,way,make,speech,agia,work,haven,day,email,see,at&t,etc,they,you,presser,take,folks,until,maybe,leggies,that,there,sure,week,ramras,idea,won,guys,call,janice,also,better,what,run,sos,last,something,note,pis,again,original,conf,asap,ask,back,find,letter,thing,air,ktuu,mike,house,ready,she,adn,anything,can,try,blackberrye,great,down,_gsp01,needs,doesn,emails,security,asked,response,things
Topic 26,court,law,states,attorney,case,general,united,right,rights,under,u.s,supreme,amendment,judge,second,legal,district,order,justice,decision,whether,the,days,first,code,individual,charges,rules,criminal,section,shall,party,arms,federal,act,opinion,jurisdiction,against,filed,subject,people,investigation,brief,constitution,appeals,evidence,believe,bear,keep,superior,civil,before,trial,initiative,issued,authority,firearms,former,texas,rule,stat,claims,elections,matter,property,laws,two,congress,regulations,illegal,ann,judgment,guns,official,take,until,appeal,day,agreement,standard,veco,art,found,division,part,those,political,file,statute,constitutional,such,same,courts,bar,petition,tribal,received,significant,motion,issue
Topic 27,bill,senate,house,session,rep,committee,senator,special,bills,legislative,legislation,green,907,sen,date,vote,tax,district,legislators,legislature,representative,finance,members,harris,public,resolution,juneau,call,passed,version,virus,alaskans,release,kelly,days,therriault,hearing,lyda,floor,today,huggins,2008,see,meyer,signature,request,signed,president,database,john,wielechowski,majority,license,french,minority,olson,mcguire,act,abortion,ak.us,checked,sign,stedman,gara,issues,immediate,avg,chenault,voted,include,scanned,mike,found,dyson,davis,thomas,april,speaker,gene,location,lesil,language,relating,crawford,russ,democrats,possible,both,gary,hoffman,edition,ramras,law,committees,votes,signing,last,sarah,republican,pdf
Topic 28,project,road,city,ketchikan,juneau,said,dot,borough,community,area,cruise,highway,system,fire,water,bridge,transportation,airport,first,land,mayor,manager,during,lake,costs,use,access,local,ferry,federal,through,cost,house,residents,two,public,fairbanks,money,building,service,year,needed,million,work,safety,asked,ship,additional,letter,staff,according,summer,schedule,department,property,construction,between,needs,southeast,port,plan,ships,small,request,before,north,very,clean,leo,daily,used,route,proposed,marine,river,over,projects,permit,miles,help,assembly,meeting,impact,floor,take,due,randy,next,increase,priority,received,roads,along,the,island,amhs,gravina,willow,businesses,regarding
Topic 29,business,chamber,women,2008,center,u.s,national,small,page,research,information,president,change,2007,climate,commerce,economic,institute,businesses,trade,american,here,member,world,washington,conference,policy,online,america,international,click,development,government,10/29/2009,congress,members,receive,global,economy,group,director,states,january,e-mail,allen,industry,benefits,program,today,visit,security,year,ceo,technology,web,summit,site,management,learn,york,city,organization,view,senior,country,organizations,join,including,service,owners,registration,annual,health,update,leaders,line,call,read,manhattan,company,workshop,register,council,intelligence,forum,email,contact,partnership,governors,leadership,now,october,services,opportunities,executive,during,available,show,coalition,community
